file,target,trans_src_count
src/test/node_library_manager_test.cpp,//src:ovms_test,379
src/test/nodesessionmetadata_test.cpp,//src:ovms_test,379
src/test/openvino_remote_tensors_tests.cpp,//src:openvino_remote_tensors_tests,242
src/test/openvino_tests.cpp,//src:openvino_tests,239
src/test/optimum_cli_mock.cpp,//src:optimum-cli,1
src/test/ov_utils_test.cpp,//src:ovms_test,379
src/test/ovinferrequestqueue_test.cpp,//src:ovms_test,379
src/test/ovmsconfig_test.cpp,//src:ovms_test,379
src/test/pipelinedefinitionstatus_test.cpp,//src:ovms_test,379
src/test/platform_utils.cpp,//src:test_platform_utils,1
src/test/predict_validation_test.cpp,//src:ovms_test,379
src/test/prediction_service_test.cpp,//src:ovms_test,379
src/test/pull_gguf_hf_model_test.cpp,//src:pull_gguf_hf_model_test,241
src/test/pull_hf_model_test.cpp,//src:pull_hf_model_test,242
src/test/python_environment.cpp,//src:libtest_pythonenvironment,1
src/test/pythonnode_test.cpp,//src:ovms_test,379
src/test/rerank_chunking_test.cpp,//src:ovms_test,379
src/test/rerank_handler_test.cpp,//src:ovms_test,379
src/test/reranknode_test.cpp,//src:ovms_test,379
src/test/rest_utils_test.cpp,//src:ovms_test,379
src/test/schema_test.cpp,//src:ovms_test,379
src/test/sequence_manager_test.cpp,//src:ovms_test,379
src/test/sequence_test.cpp,//src:ovms_test,379
src/test/serialization_tests.cpp,//src:ovms_test,379
src/test/server_test.cpp,//src:ovms_test,379
src/test/shape_test.cpp,//src:ovms_test,379
src/test/standalone_http_server_test.cpp,//src:ovms_test,379
src/test/stateful_config_test.cpp,//src:ovms_test,379
src/test/status_test.cpp,//src:ovms_test,379
src/test/streaming_test.cpp,//src:ovms_test,379
src/test/stringutils_test.cpp,//src:ovms_test,379
src/test/systeminfo_test.cpp,//src:ovms_test,379
src/test/tensor_conversion_test.cpp,//src:ovms_test,379
src/test/tensorinfo_test.cpp,//src:ovms_test,379
src/test/tensorutils_test.cpp,//src:ovms_test,379
src/test/test_cmd_exec.cpp,//src:test_cmd_exec,4
src/test/test_file_utils.cpp,//src:test_file_utils,1
src/test/test_utils.cpp,//src:test_utils,238
src/test/test_with_temp_dir.cpp,//src:test_test_with_temp_dir,3
src/test/text2image_test.cpp,//src:text2image_test,239
src/test/tfs_rest_parser_binary_inputs_test.cpp,//src:ovms_test,379
src/test/tfs_rest_parser_column_test.cpp,//src:ovms_test,379
src/test/tfs_rest_parser_nonamed_test.cpp,//src:ovms_test,379
src/test/tfs_rest_parser_row_test.cpp,//src:ovms_test,379
src/test/threadsafequeue_test.cpp,//src:ovms_test,379
